Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
28.07.2020 08:41:39,33	0,9494519	0,6962395	0	
28.07.2020 08:41:39,304	0,9575033	0,700469	0	
28.07.2020 08:41:39,556	0,9644409	0,7047009	0	
28.07.2020 08:41:39,829	0,9651297	0,7091967	0	
28.07.2020 08:41:40,95	0,9615367	0,7130094	0	
28.07.2020 08:41:40,353	0,9569737	0,7174305	0	
28.07.2020 08:41:40,611	0,9529513	0,7215297	0	
28.07.2020 08:41:40,879	0,9514662	0,7253261	0	
28.07.2020 08:41:41,131	0,9515562	0,7294506	0	
28.07.2020 08:41:41,392	0,9529598	0,7339137	0	
28.07.2020 08:41:41,647	0,9552249	0,7380729	0	
28.07.2020 08:41:41,916	0,9567925	0,7419129	0	
28.07.2020 08:41:42,172	0,9591812	0,7464178	0	
28.07.2020 08:41:42,445	0,9613196	0,7509215	0	
28.07.2020 08:41:42,714	0,9620425	0,7547637	0	
28.07.2020 08:41:42,967	0,9479767	0,7587125	0	
28.07.2020 08:41:43,229	0,9037067	0,7625735	0	
28.07.2020 08:41:43,499	0,8258112	0,7658728	0	
28.07.2020 08:41:43,767	0,7283306	0,768995	0	
28.07.2020 08:41:44,30	0,7213955	0,7722975	0	
28.07.2020 08:41:44,288	0,7186538	0,7751554	0	
28.07.2020 08:41:44,552	0,7204893	0,7785425	0	
28.07.2020 08:41:44,825	0,7258919	0,7817453	0	
28.07.2020 08:41:45,79	0,7329599	0,7849891	0	
28.07.2020 08:41:45,351	0,7399986	0,7885082	0	
28.07.2020 08:41:45,621	0,885052	0,7942258	0	
28.07.2020 08:41:45,879	1,233742	0,8020362	0	
28.07.2020 08:41:46,139	1,511789	0,8101057	0	
28.07.2020 08:41:46,404	1,601243	0,818419	0	
28.07.2020 08:41:46,671	1,607973	0,8269457	0	
28.07.2020 08:41:46,943	1,61204	0,836354	0	
28.07.2020 08:41:47,202	1,511909	0,8416025	0	
28.07.2020 08:41:47,453	1,126917	0,8439441	0	
28.07.2020 08:41:47,711	0,6125216	0,8454078	0	
28.07.2020 08:41:47,981	0,3051878	0,8467966	0	
28.07.2020 08:41:48,237	0,3387404	0,8483732	0	
28.07.2020 08:41:48,500	0,4233308	0,8508454	0	
28.07.2020 08:41:48,763	0,584081	0,8536678	0	
28.07.2020 08:41:49,26	0,7214787	0,8567963	0	
28.07.2020 08:41:49,279	0,7304198	0,8600606	0	
28.07.2020 08:41:49,536	0,7403485	0,8633526	0	
28.07.2020 08:41:49,808	0,7442834	0,8668432	0	
28.07.2020 08:41:50,81	0,7430068	0,8700443	0	
28.07.2020 08:41:50,352	0,7392356	0,8734587	0	
28.07.2020 08:41:50,616	0,7358717	0,8763775	0	
28.07.2020 08:41:50,868	0,7348591	0,8795565	0	
28.07.2020 08:41:51,123	0,7350385	0,8827447	0	
28.07.2020 08:41:51,393	0,73687	0,8862027	0	
28.07.2020 08:41:51,649	0,739446	0,8891808	0	
28.07.2020 08:41:51,900	0,7410039	0,8924054	0	
28.07.2020 08:41:52,159	0,7433392	0,8956515	0	
28.07.2020 08:41:52,421	0,7447333	0,8988889	0	
28.07.2020 08:41:52,679	0,745744	0,9021326	0	
28.07.2020 08:41:52,933	0,7474483	0,9051334	0	
28.07.2020 08:41:53,191	0,7481517	0,9086306	0	
28.07.2020 08:41:53,458	0,7491642	0,9118882	0	
28.07.2020 08:41:53,732	0,7500413	0,915144	0	
28.07.2020 08:41:54,3	0,7497263	0,9186435	0	
28.07.2020 08:41:54,255	0,7508945	0,9219023	0	
28.07.2020 08:41:54,523	0,7504115	0,9251497	0	
28.07.2020 08:41:54,790	0,750632	0,9286561	0	
28.07.2020 08:41:55,52	0,7509068	0,931663	0	
28.07.2020 08:41:55,305	0,7511751	0,93492	0	
28.07.2020 08:41:55,566	0,7516013	0,9381815	0	
28.07.2020 08:41:55,822	0,7695031	0,9421893	0	
28.07.2020 08:41:56,78	1,097047	0,9498046	0	
28.07.2020 08:41:56,345	1,403831	0,9577865	0	
28.07.2020 08:41:56,609	1,598724	0,966624	0	
28.07.2020 08:41:56,877	1,605919	0,9744196	0	
28.07.2020 08:41:57,133	1,61068	0,9830453	0	
28.07.2020 08:41:57,404	1,492126	0,9885827	0	
28.07.2020 08:41:57,661	1,030743	0,9903031	0	
28.07.2020 08:41:57,916	0,4018604	0,9906667	0	
28.07.2020 08:41:58,169	0	0,9906667	0	
28.07.2020 08:41:58,421	0	0,9906667	0	
28.07.2020 08:41:58,683	0	0,9906667	0	
28.07.2020 08:41:58,954	0,02334673	0,9914105	0	
28.07.2020 08:41:59,212	0,2793518	0,9944956	0	
28.07.2020 08:41:59,485	0,4797646	0,997225	0	
28.07.2020 08:41:59,738	0,56772	0,9997419	0	
28.07.2020 08:42:00,12	0,5490341	1,00212	0	
28.07.2020 08:42:00,284	0,5098968	1,00411	0	
28.07.2020 08:42:00,553	0,4557875	1,006145	0	
28.07.2020 08:42:00,804	0,4369979	1,007877	0	
28.07.2020 08:42:01,61	0,4390181	1,009811	0	
28.07.2020 08:42:01,320	0,4448086	1,011798	0	
